D D# 0.0928798
J A 276.1781406
J A 276.2245805
J A 276.2710204
J A 276.3174603
J A 276.3639002
J A 276.4103401
J A 276.4567800
J A 276.5032200
J A 276.5496599
J A 276.5960998
J A 276.6425397
J A 276.6889796
J A 276.7354195
J A 276.7818594
J A 276.8282993
J A 276.8747392
J A 276.9211791
J A 276.9676190
J A 277.0140590
J A 277.0604989
J A 277.1069388
J A 277.1533787
J A 277.1998186
J A 277.2462585
J A 277.2926984
J A 277.3391383
J A 277.3855782
J A 277.4320181
J A 277.4784580
J A 277.5248980
J A 277.5713379
J A 277.6177778
J A 277.6642177
J A 277.7106576
J A 277.7570975
J A 277.8035374
J A 277.8499773
J A 277.8964172
J A 277.9428571
J A 277.9892971
H G 278.0357370
H G 278.0821769
H G 278.1286168
H G 278.1750567
H G 278.2214966
H G 278.2679365
H G 278.3143764
H G 278.3608163
H G 278.4072562
H G 278.4536961
H G 278.5001361
H G 278.5465760
H G 278.5930159
H G 278.6394558
H G 278.6858957
H G 278.7323356
H G 278.7787755
H G 278.8252154
H G 278.8716553
H G 278.9180952
H G 278.9645351
H G 279.0109751
H G 279.0574150
H G 279.1038549
H G 279.1502948
H G 279.1967347
H G 279.2431746
H G 279.2896145
H G 279.3360544
H G 279.3824943
H G 279.4289342
J A 279.4753741
J A 279.5218141
J A 279.5682540
J A 279.6146939
J A 279.6611338
J A 279.7075737
J A 279.7540136
J A 279.8004535
J A 279.8468934
J A 279.8933333
J A 279.9397732
J A 279.9862132
J A 280.0326531
J A 280.0790930
J A 280.1255329
J A 280.1719728
J A 280.2184127
J A 280.2648526
J A 280.3112925
J A 280.3577324
J A 280.4041723
J A 280.4506122
J A 280.4970522
J A 280.5434921
J A 280.5899320
J A 280.6363719
J A 280.6828118
J A 280.7292517
J A 280.7756916
J A 280.8221315
J A 280.8685714
J A 280.9150113
J A 280.9614512
J A 281.0078912
J A 281.0543311
J A 281.1007710
J A 281.1472109
J A 281.1936508
J A 281.2400907
J A 281.2865306
J A 281.3329705
J A 281.3794104
J A 281.4258503
J A 281.4722902
J A 281.5187302
J A 281.5651701
J A 281.6116100
J A 281.6580499
J A 281.7044898
J A 281.7509297
J A 281.7973696
H G 281.8438095
H G 281.8902494
H G 281.9366893
H G 281.9831293
H G 282.0295692
H G 282.0760091
H G 282.1224490
H G 282.1688889
H G 282.2153288
H G 282.2617687
H G 282.3082086
H G 282.3546485
H G 282.4010884
H G 282.4475283
H G 282.4939683
H G 282.5404082
H G 282.5868481
J A 282.6332880
J A 282.6797279
J A 282.7261678
J A 282.7726077
J A 282.8190476
J A 282.8654875
J A 282.9119274
J A 282.9583673
J A 283.0048073
J A 283.0512472
J A 283.0976871
J A 283.1441270
J A 283.1905669
J A 283.2370068
J A 283.2834467
J A 283.3298866
J A 283.3763265
J A 283.4227664
J A 283.4692063
J A 283.5156463
J A 283.5620862
J A 283.6085261
J A 283.6549660
J A 283.7014059
J A 283.7478458
J A 283.7942857
H G 283.8407256
H G 283.8871655
H G 283.9336054
H G 283.9800454
H G 284.0264853
H G 284.0729252
H G 284.1193651
H G 284.1658050
H G 284.2122449
H G 284.2586848
H G 284.3051247
H G 284.3515646
H G 284.3980045
H G 284.4444444
H G 284.4908844
H G 284.5373243
J A 284.5837642
J A 284.6302041
J A 284.6766440
J A 284.7230839
J A 284.7695238
J A 284.8159637
J A 284.8624036
J A 284.9088435
J A 284.9552834
J A 285.0017234
H G 285.0481633
H G 285.0946032
H G 285.1410431
H G 285.1874830
H G 285.2339229
H G 285.2803628
H G 285.3268027
H G 285.3732426
J A 285.4196825
J A 285.4661224
J A 285.5125624
J A 285.5590023
J A 285.6054422
J A 285.6518821
J A 285.6983220
J A 285.7447619
J A 285.7912018
J A 285.8376417
J A 285.8840816
J A 285.9305215
J A 285.9769615
J A 286.0234014
J A 286.0698413
J A 286.1162812
J A 286.1627211
J A 286.2091610
J A 286.2556009
J A 286.3020408
J A 286.3484807
J A 286.3949206
J A 286.4413605
J A 286.4878005
J A 286.5342404
J A 286.5806803
J A 286.6271202
J A 286.6735601
J A 286.7200000
J A 286.7664399
J A 286.8128798
J A 286.8593197
J A 286.9057596
J A 286.9521995
J A 286.9986395
J A 287.0450794
J A 287.0915193
J A 287.1379592
J A 287.1843991
J A 287.2308390
J A 287.2772789
J A 287.3237188
H G 287.3701587
H G 287.4165986
H G 287.4630385
H G 287.5094785
H G 287.5559184
H G 287.6023583
H G 287.6487982
H G 287.6952381
H G 287.7416780
H G 287.7881179
H G 287.8345578
H G 287.8809977
H G 287.9274376
H G 287.9738776
H G 288.0203175
J A 288.0667574
J A 288.1131973
J A 288.1596372
J A 288.2060771
J A 288.2525170
J A 288.2989569
J A 288.3453968
J A 288.3918367
J A 288.4382766
J A 288.4847166
J A 288.5311565
J A 288.5775964
J A 288.6240363
J A 288.6704762
J A 288.7169161
J A 288.7633560
J A 288.8097959
J A 288.8562358
J A 288.9026757
J A 288.9491156
J A 288.9955556
J A 289.0419955
J A 289.0884354
J A 289.1348753
J A 289.1813152
J A 289.2277551
H G 289.3670748
H G 289.4135147
H G 289.4599546
H G 289.5063946
H G 289.5528345
H G 289.5992744
H G 289.6457143
H G 289.6921542
H G 289.7385941
H G 289.7850340
H G 289.8314739
H G 289.8779138
H G 289.9243537
H G 289.9707937
H G 290.0172336
H G 290.0636735
J A 290.1101134
J A 290.1565533
J A 290.2029932
J A 290.2494331
J A 290.2958730
J A 290.3423129
J A 290.3887528
J A 290.4351927
J A 290.4816327
J A 290.5280726
J A 290.5745125
J A 290.6209524
J A 290.6673923
J A 290.7138322
J A 290.7602721
J A 290.8067120
J A 290.8531519
J A 290.8995918
J A 290.9460317
J A 290.9924717
J A 291.0389116
J A 291.0853515
J A 291.1317914
